episode,reward,steps,distance_traveled,steps_in_target_lane,avg_speed_diff,speed_deviation_ratio,fail_mode
115,169.131137496233,86,851.42566,24,0.5713034,0.0,1
116,356.18323240101336,200,1985.0425,83,0.49919903,0.0,0
117,576.1954298815131,200,1955.6018,152,0.36782914,0.0,0
118,126.91989109039301,84,834.03076,4,0.55127954,0.0,1
119,329.4916964077949,75,736.7713,75,0.9252574,0.0,1
120,325.2216273790598,95,937.7197,83,0.6087041,0.0,1
121,489.75252533704077,200,1986.9465,125,0.45984665,0.0,0
122,10.21489197254181,11,110.657715,0,1.1250443,0.0,1
123,316.6557228177785,117,1166.8127,69,0.44187048,0.0,1
124,286.0971594583988,134,1325.8295,63,0.59170794,0.0,1
125,515.3858370390533,200,1988.0227,136,0.43694937,0.0,0
126,353.12226594388494,115,1145.3778,82,0.36829448,0.0,1
127,27.412992807030676,30,283.77185,0,0.98681986,0.0,1
128,305.13918528437614,71,704.4169,71,0.5277827,0.0,1
129,77.22307028889652,60,586.8684,0,0.93636143,0.0,1
130,273.7659800100326,64,636.472,64,0.46038097,0.0,1
131,355.45869307041175,108,1071.5062,81,0.5445297,0.0,1
132,140.6347439709306,89,871.83844,14,1.0019882,0.0,1
133,125.4274157193303,200,1954.479,17,0.520199,0.0,0
134,97.92315522491924,109,1043.503,14,0.46672633,0.0,1
135,392.4752810722589,200,1973.1831,86,0.75648713,0.0,0
136,139.55108052939175,133,1290.7104,35,0.3675251,0.0,1
137,539.1262450110911,200,1982.1116,129,0.6007448,0.0,0
138,304.8977644842864,76,728.6169,76,0.4899306,0.0,1
139,516.1476993334293,200,1987.481,136,0.3623657,0.0,0
140,641.1407884132861,200,1983.5769,156,0.48862794,0.0,0
141,468.2030202823879,200,1981.1575,120,0.5124517,0.0,0
142,152.46044743299487,38,373.62756,38,1.0664351,0.0,1
143,329.4353754010797,200,1986.7612,68,0.5460514,0.0,0
144,366.45582758307444,144,1437.5519,82,0.3341047,0.0,1
145,385.000148637593,147,1465.4874,88,0.31797022,0.0,1
146,106.3748258572817,128,1222.5844,3,0.7726077,0.0,1
147,253.95058869659908,61,600.74207,61,0.79267,0.0,1
148,380.5346560084818,200,1980.8279,87,0.6592464,0.0,0
149,125.82018408060077,92,906.07404,8,0.7912555,0.0,1
150,181.69501520365472,45,438.4486,45,1.07929,0.0,1
151,476.3388020825387,200,1988.6316,95,0.48857895,0.0,0
152,96.95380393028259,63,627.11884,0,0.41802314,0.0,1
153,548.2564780461789,200,1980.1489,142,0.62513983,0.0,0
154,305.9706689870358,88,870.6081,75,0.43951368,0.0,1
155,64.56128407001495,37,367.90936,0,0.58874524,0.0,1
156,30.21034857302908,102,973.90564,0,0.41261733,0.0,1
157,292.25099693566557,70,694.24945,70,0.65145093,0.0,1
158,105.2082234066725,117,1113.3842,47,0.6437323,0.0,1
159,74.58485138297083,55,537.4233,0,0.8569619,0.0,1
160,332.1790708291532,103,1019.4674,85,0.35151103,0.0,1
161,604.6389274084568,200,2007.3333,99,0.6557558,0.0,0
162,146.8961249032617,150,1458.1888,55,0.5121152,0.0,1
163,110.13236969500778,39,365.2589,34,0.69552886,0.0,1
164,264.6147240996362,62,616.42554,62,0.5336789,0.0,1
165,278.32521278619777,64,634.08575,64,0.6068963,0.0,1
166,385.3792478138209,200,1981.0259,82,0.55621386,0.0,0
167,255.53916150957346,119,1182.4917,44,0.40563658,0.0,1
168,496.55817510008796,200,1990.8623,95,0.46282655,0.0,0
169,89.48882908821106,57,567.40063,0,0.38143066,0.0,1
170,382.8262803566458,200,1979.415,73,0.5878694,0.0,0
171,184.04381637960662,94,936.5825,37,0.41244933,0.0,1
172,555.064189901054,200,1995.0486,108,0.5089484,0.0,0
173,287.24232861042003,200,1949.0806,80,0.3663357,0.0,0
174,493.8951665925981,200,1987.9604,115,0.43618554,0.0,0
175,219.45005520582205,70,656.2646,67,0.75614214,0.0,1
176,358.7014514970779,144,1435.2965,80,0.25926882,0.0,1
177,-20.14845873445273,48,448.16046,0,0.790075,0.0,1
178,317.72845908969646,133,1326.1478,77,0.2558581,0.0,1
179,140.34307370722297,36,347.13858,36,1.5012728,0.0,1
180,84.4445061135292,57,565.9419,0,0.46037105,0.0,1
181,322.938843021393,86,858.7425,80,0.4427947,0.0,1
182,391.02307330787187,200,1987.9614,93,0.4253748,0.0,0
183,352.1655615139007,81,806.97906,81,0.43604946,0.0,1
184,531.6715809041261,200,1996.2993,107,0.4734843,0.0,0
185,482.0420333623887,200,1932.299,127,0.55642027,0.0,0
186,490.0917840620875,181,1786.2653,98,0.69603574,0.0,1
187,25.79821167558432,19,187.49619,0,1.163603,0.0,1
188,44.24116533547641,35,340.50412,0,1.2821928,0.0,1
189,83.28778730869293,56,556.24097,0,0.5140157,0.0,1
190,182.6290736073256,44,435.4815,44,0.63294166,0.0,1
191,121.32424950182437,79,780.70526,0,0.6901915,0.0,1
192,266.54591103613376,137,1358.968,64,0.28908974,0.0,1
193,296.5148663017155,132,1317.6456,63,0.2658356,0.0,1
194,100.89019028842449,26,250.97687,26,1.7809955,0.0,1
195,-16.2894432553649,112,1071.4214,0,0.8450699,0.0,1
196,105.63712062597276,73,721.75775,0,0.6438148,0.0,1
197,61.906486581563954,15,149.23732,15,1.18527,0.0,1
198,315.82024317353967,136,1308.4833,90,0.35891038,0.0,1
199,466.05074551790966,200,1986.8047,124,0.40477493,0.0,0
200,58.406273044347756,78,741.62946,0,0.3582591,0.0,1
201,473.6977827325463,200,1984.2285,127,0.48625365,0.0,0
202,327.4300987195968,122,1217.0721,82,0.3009356,0.0,1
203,204.7146292516589,200,1950.1548,21,0.53328586,0.0,0
204,531.1533960086108,200,1990.5195,138,0.47908515,0.0,0
205,155.40749497413637,36,355.13196,36,0.85784787,0.0,1
206,18.782949891090393,15,148.86395,0,1.3328384,0.0,1
207,600.6146174567936,200,1987.9583,162,0.3743555,0.0,0
208,365.9391130673885,82,803.6146,82,0.99817526,0.0,1
209,13.312041654586793,12,119.78714,0,1.0481831,0.0,1
210,716.867049992085,200,1969.3191,171,0.80442613,0.0,0
211,360.6450595125555,87,848.8225,87,1.0638919,0.0,1
212,140.08271255373955,37,361.6268,37,1.3297248,0.0,1
213,366.2752645570041,200,1985.4236,83,0.5515722,0.0,0
214,60.6691338288784,55,539.35754,0,0.9306347,0.0,1
215,289.6479241764545,157,1518.0227,72,0.32991442,0.0,1
216,261.5873732993007,200,1952.9719,47,0.43264687,0.0,0
217,296.48518570423136,86,858.64746,72,0.45072186,0.0,1
218,94.06932163238524,59,586.74054,0,0.3775334,0.0,1
219,366.56796550482505,200,1989.6216,78,0.4274494,0.0,0
220,399.17148463368426,104,1029.3934,100,0.66148,0.0,1
221,62.55666311740876,46,455.41797,0,0.63730055,0.0,1
222,580.3658969640732,200,1987.5737,109,0.47608575,0.0,0
223,132.22859334945673,29,287.57272,29,0.80361634,0.0,1
224,111.96583805620674,103,986.33923,11,0.6246209,0.0,1
225,150.02165660381323,92,913.1306,14,0.6267983,0.0,1
226,144.62962626159194,142,1358.9606,17,0.6398942,0.0,1
227,139.17325600475073,48,443.04102,45,0.8295886,0.0,1
228,55.518834953308115,43,423.43243,0,0.88987064,0.0,1
229,82.98700102686881,59,582.77496,0,0.60490775,0.0,1
230,444.46751749157914,200,1943.9088,109,0.67412275,0.0,0
231,329.6529941505195,116,1147.2212,73,0.5781651,0.0,1
232,395.670252046883,171,1664.2582,113,0.5088693,0.0,1
233,35.25990497350693,38,371.6437,0,1.1098925,0.0,1
234,326.0628491562606,132,1279.2728,91,0.35009754,0.0,1
235,347.11981710642567,200,1986.833,65,0.4425023,0.0,0
236,273.10668200820686,86,806.5645,81,0.9306401,0.0,1
237,327.71571433424947,78,770.6646,78,0.45475897,0.0,1
238,94.83091649532318,61,601.19244,0,0.7608881,0.0,1
239,81.81791971564293,59,580.5046,8,0.79252476,0.0,1
240,306.9101069816947,127,1260.1918,71,0.29751316,0.0,1
241,180.4343175184726,95,944.323,34,0.35314363,0.0,1
242,459.03703878760354,200,1939.708,122,0.7003948,0.0,0
243,589.817558169365,200,1982.2317,156,0.50786895,0.0,0
244,-22.625089756846428,36,317.64633,0,1.0819187,0.0,1
245,62.0663978970051,165,1587.0079,0,0.56372815,0.0,1
246,90.79113832473753,59,584.54346,0,0.58049285,0.0,1
247,53.031852016448966,13,129.49559,13,1.025297,0.0,1
248,534.0954540884495,200,1949.9016,129,0.6388752,0.0,0
249,233.8392991387844,55,543.91077,55,0.7036646,0.0,1
250,158.9983503708243,102,1012.229,19,0.5314453,0.0,1
251,81.67726140022278,56,555.22974,0,0.5542632,0.0,1
252,594.7632202962043,200,1967.3108,126,0.6677973,0.0,0
253,42.04435890853405,80,766.2018,0,0.5516911,0.0,1
254,159.51753514379266,137,1317.1315,23,0.8918171,0.0,1
255,51.04602816879749,66,624.0148,0,0.6822375,0.0,1
256,189.96615036070344,54,527.68494,51,0.88696355,0.0,1
257,309.43998586833465,89,888.5937,78,0.35941517,0.0,1
258,58.83741060972214,48,470.9776,0,0.944853,0.0,1
259,351.6560570654275,200,1989.3,76,0.43932122,0.0,0
260,22.90892875194549,17,169.41196,0,0.7441218,0.0,1
261,605.5472643268108,165,1632.6619,135,0.6295363,0.0,1
262,554.9346038743855,200,1945.3945,143,0.50236815,0.0,0
263,103.95160066246986,25,249.00644,25,0.6024023,0.0,1
264,492.377542630434,200,1985.043,113,0.49752656,0.0,0
265,362.57549047142254,200,1993.5764,70,0.37893516,0.0,0
266,339.4294591522216,200,1984.6008,63,0.52552485,0.0,0
267,304.09652970314016,200,1985.1787,50,0.43179366,0.0,0
268,97.09625862181186,71,699.6501,6,0.809736,0.0,1
269,54.78508155882362,76,725.3678,0,0.4954369,0.0,1
270,481.924462452531,200,1988.5146,124,0.4107784,0.0,0
271,143.69014655828474,93,912.38135,0,0.9970411,0.0,1
272,369.6903225320577,107,1052.7333,90,0.637138,0.0,1
273,417.709513273239,98,961.8992,98,0.96569586,0.0,1
274,502.74977755844617,200,1989.6157,130,0.41784787,0.0,0
275,623.2055933880807,200,1985.9995,122,0.43033195,0.0,0
276,46.81042764544488,36,353.651,0,1.0148305,0.0,1
277,316.4197612190247,76,755.1541,76,0.3768409,0.0,1
278,53.25006210803986,41,404.3693,0,0.84105754,0.0,1
279,80.76116295814516,58,573.0945,0,0.729532,0.0,1
280,30.842713433504105,9,91.02211,9,1.1101744,0.0,1
281,478.1815683859589,200,1985.7507,127,0.45595497,0.0,0
282,168.9201790452004,115,1126.9,3,0.99383557,0.0,1
283,75.92877069085839,122,1184.6368,22,0.5089967,0.0,1
284,411.5851394450663,200,1987.5371,98,0.48236933,0.0,0
285,311.72393763303774,161,1569.7305,75,0.28860432,0.0,1
286,290.05357801049956,70,692.21027,70,0.6407074,0.0,1
287,105.88855687081815,79,781.7199,2,0.67627704,0.0,1
288,379.5646507692337,157,1569.7386,91,0.21937943,0.0,1
289,227.94483296513556,55,546.5428,55,0.5322294,0.0,1
290,191.62362808227536,46,452.45972,46,0.96917856,0.0,1
291,39.696079664230346,11,109.43251,11,1.1375489,0.0,1
292,353.8903860676289,151,1508.2654,84,0.27082926,0.0,1
293,68.12419201731682,72,681.4994,0,1.2073087,0.0,1
294,526.1363037350777,200,1977.5371,123,0.64919055,0.0,0
295,82.76627363681796,57,563.146,0,0.7028538,0.0,1
296,200.06310272276403,103,1021.7018,42,0.37878424,0.0,1
297,125.98239514827728,81,807.43823,0,0.4294669,0.0,1
298,-33.82450754106044,131,1250.8994,0,0.50707155,0.0,1
299,48.84058371067047,38,376.04175,0,0.67834824,0.0,1
