episode,reward,discounted_reward,steps,distance_traveled
2356,-452.47000042419353,-297.38519332006814,75,118.781586
2357,-463.70288573493895,-309.3110084404833,61,99.44966
2358,-457.3289143266163,-309.1734828713439,72,146.34862
2359,-451.98767586320633,-327.6461514072101,53,-107.8255
2360,-456.7835289356416,-221.6163968493746,99,300.971
2361,-459.1548221342942,-349.9377188409754,54,-73.89836
2362,-454.134551861761,-321.34319720093725,68,162.99976
2363,-461.0116700806857,-320.65879515315896,61,-172.81648
2364,-455.77772681259,-275.2706946513008,110,721.7058
2365,-453.3357082445216,-303.4912619157798,77,114.881165
2366,-450.2673829615997,-296.81594499719586,74,365.39783
2367,-461.52456217203144,-362.2637731075078,43,-75.620186
2368,-460.08167598998574,-341.7629680989018,49,-185.59814
2369,-460.71574380805635,-338.9203816809515,64,67.54408
2370,-450.9661304158001,-309.274093514177,62,53.67914
2371,-459.7009097559948,-293.2972988876741,75,129.4845
2372,-453.5616973010186,-307.36624297172057,60,153.68556
2373,-456.05219603619065,-347.6838902883705,47,-220.31113
2374,-461.77084928854833,-326.0705462697944,55,-28.16587
2375,-455.0349564747086,-310.56665575593564,70,97.75391
2376,-461.10805256704106,-339.5315440892353,63,26.534477
2377,-455.42943313667297,-323.2269419729547,63,12.770599
2378,-460.41979080606336,-355.40564229686436,44,-126.205505
2379,-454.5231266397156,-376.7819478074875,38,-89.62059
2380,-454.52951760924424,-331.9124883407019,62,178.65265
2381,-456.2148658569936,-358.6178295593197,46,-19.973816
2382,-452.99727413244864,-324.44879510287944,67,100.78815
2383,-461.5150371799984,-256.9262339425716,87,360.8012
2384,-458.6795818008179,-314.4252897225888,67,227.46927
2385,-451.316780521782,-309.0582816152272,72,265.6628
2386,-456.06047595905346,-309.9411860800912,80,134.02795
2387,-452.3716416023807,-288.1571203432189,96,213.99655
2388,-455.84409806727524,-321.6473467414653,59,-39.516624
2389,-456.8471465520698,-346.5048232142167,54,73.02188
2390,-452.42619874514224,-332.78871663984125,57,23.607475
2391,-459.12429365833293,-301.9741094685438,65,137.04936
2392,-467.10767273215515,-314.95113227046966,70,-15.162323
2393,-454.24442541035995,-355.92003016499285,62,73.27194
2394,-455.02937960925067,-346.1006041240217,51,-282.9471
2395,-462.54232829059987,-310.5370610214616,64,116.56766
2396,-455.38033753071966,-296.68706820169234,67,93.60504
2397,-458.7705665016394,-258.6230439479183,96,297.20422
2398,-452.02946132812815,-341.504962527967,46,-103.63466
2399,-451.62529845029644,-348.7095896142481,48,-0.12680054
2400,-462.56369810234753,-367.590668167299,50,-90.105606
2401,-450.342124585767,-340.0695987629684,72,149.78192
2402,-451.64733056980873,-318.23906732707155,81,192.38446
2403,-455.6027278586346,-345.4673112643029,47,-24.862923
2404,-455.97047412587,-324.2275851690517,64,61.855286
2405,-458.8304535540662,-337.67571389778743,50,16.252403
2406,-460.47393240812113,-313.0065925727346,60,136.88853
2407,-456.2013633955812,-262.87768917997784,97,243.50314
2408,-451.63474221491333,-353.53174334485567,50,-45.353252
2409,-453.5525838652759,-327.2050815414146,72,114.627655
2410,-451.23943601015054,-321.8092159280433,59,55.264008
2411,-452.59774469719974,-311.4619377101752,76,83.47377
2412,-454.1243692228986,-286.38475471167715,84,201.5567
2413,-452.7840035511697,-315.6436342285917,82,155.67484
2414,-458.5993148301401,-348.12738785746166,51,-58.876793
2415,-457.1204477095956,-283.0504459894421,78,1.7690964
2416,-454.56685323120075,-327.2693023896298,61,-48.56465
2417,-451.9482717315112,-259.8834945626453,92,450.5429
2418,-460.1793553915222,-291.4194695652301,67,254.8653
2419,-456.3020247339952,-312.94449509251956,70,136.68147
2420,-452.24758889680606,-305.22899620363796,71,101.478546
2421,-451.0231335957359,-329.74880063737936,78,146.87662
2422,-459.00920359287306,-274.2464617522124,83,487.469
2423,-455.59774876086686,-328.40115299491396,58,6.280388
2424,-456.3464144860356,-334.3266743692413,61,392.02887
2425,-453.58169539953457,-310.756467402713,65,-99.573456
2426,-455.96728948773267,-358.6565271984774,43,-32.662018
2427,-467.06524255828475,-315.4036517489004,83,296.225
2428,-450.2480770348068,-312.15395356722047,63,90.53708
2429,-450.67638608326484,-306.0960759642762,72,87.39134
2430,-455.89013544720945,-273.5777821789517,85,250.60614
2431,-455.44619512687,-315.07479507248553,57,-231.3246
2432,-455.9074372997499,-341.96603394519946,58,-5.720909
2433,-450.2227834604217,-243.2982877591482,133,287.2319
2434,-458.891721648103,-307.58292341858504,68,90.65065
2435,-456.20724208880625,-339.25974113460285,60,85.464935
2436,-460.5285815344626,-254.83703710305102,111,492.83484
2437,-461.4077324532812,-290.94210205848003,85,296.91776
2438,-451.82535545133044,-262.6299003446723,100,648.7849
2439,-460.2984034529075,-310.83805344649915,72,93.75455
2440,-452.82830037698574,-303.78028110230173,86,223.33273
2441,-451.11248584478966,-332.7577507073752,65,32.903397
2442,-453.0348013873309,-325.97639226774476,55,-295.3784
2443,-457.11093512918325,-344.112805759151,49,-164.45557
2444,-454.7365433105969,-299.4017490953001,82,258.47482
2445,-450.49730090167617,-342.2478868931072,55,39.31682
2446,-451.68707532521523,-253.5982313106715,98,709.3935
2447,-455.9837907152673,-265.3362457611175,94,413.22394
2448,-458.9131095103966,-266.62644336170933,81,374.1122
2449,-455.2227399113536,-291.80826622876583,69,314.02997
2450,-451.3598750088295,-328.3369477276966,57,-259.5146
2451,-461.2793303255801,-321.86397868236514,64,-18.70427
2452,-455.15740719167235,-281.1305726304991,81,260.87192
2453,-450.13453958872446,-284.7621521441018,82,478.88867
2454,-453.70059749578706,-312.5306150659942,63,52.87773
2455,-458.75890264687814,-330.0289923902018,56,-26.800186
2456,-450.3916349189763,-285.67704038393845,90,335.0614
2457,-452.8302919440365,-337.8810851291839,56,148.58688
2458,-451.4635356352823,-319.749564953451,61,80.08057
2459,-450.98596196557855,-305.72146105836816,77,183.26788
2460,-453.38313730408,-319.70098093420546,63,105.301636
2461,-454.7316012604708,-273.71032989043795,83,715.4323
2462,-450.2972341555166,-313.3174859289776,91,382.20682
2463,-450.6875956013392,-315.2603399795106,68,88.7538
2464,-454.5592316687569,-324.62180161710285,58,-3.979721
2465,-455.8702940327122,-305.727213610426,58,-104.077866
2466,-457.76531549489636,-349.0474916096662,46,-223.15744
2467,-456.58589545047084,-280.52665205481543,92,206.50003
2468,-456.93857143866876,-295.91294300511873,68,246.53653
2469,-461.87551887076984,-357.0402513707676,45,-132.20454
2470,-461.2432563574706,-337.6076045594198,57,-55.377636
2471,-455.6200561221075,-339.9699887219193,50,-13.138939
2472,-458.32156414810623,-353.7421087791768,50,-145.51456
2473,-450.40138989870974,-296.3480672791364,81,10.175262
2474,-462.30557830739485,-350.70578015272395,49,-74.2366
2475,-458.51942295193504,-343.0315607942211,49,-238.96292
2476,-453.9166795401882,-352.2802888698143,53,23.479645
2477,-456.8739752136358,-293.22853360949773,65,106.690125
2478,-450.0418911760636,-282.7088637051744,116,665.4127
2479,-457.6726968573768,-330.9514744249199,67,-30.084137
2480,-456.971917945028,-327.28525715684196,63,90.48508
2481,-452.8762810120075,-286.78901609582954,84,209.01303
2482,-456.03157103530714,-353.16298285569513,57,32.54843
2483,-452.23101285709555,-257.3149382628174,89,971.7246
2484,-456.1749843347725,-327.0536982982654,70,139.75052
2485,-452.59328381390907,-309.7272940818446,85,179.21884
2486,-452.69488658218563,-293.7943834802473,75,7.938202
2487,-457.1747508813945,-315.70783781885376,79,113.12764
2488,-456.7271084080361,-349.64958857175844,60,58.983917
2489,-453.7231536089706,-293.5572736259987,63,215.50916
2490,-456.0267617225497,-370.3382872415034,40,-8.000511
2491,-454.27569884748533,-344.88542852121816,56,48.047577
2492,-454.1580793607093,-311.9307560604697,74,97.02011
2493,-458.71236277336396,-293.07806777754723,73,127.08499
2494,-451.01298482329577,-370.56414032749217,39,-22.632256
2495,-450.3799506413379,-320.2342307689826,74,254.44952
2496,-459.47871187347357,-330.3114491037784,58,23.353363
2497,-455.19797181694577,-334.5551584055349,55,49.690247
2498,-450.3354045142047,-334.02665281546535,48,-207.1345
2499,-461.96683012499386,-304.36039812871417,63,105.15085
2500,-451.56238981346735,-290.5596620517785,93,502.25256
2501,-451.9880345537481,-320.3729567464478,65,213.53378
2502,-450.9131390422465,-314.5631080514884,68,180.51483
2503,-461.14864389544715,-326.82098457332705,60,54.091675
2504,-461.9784758564534,-310.8605440961696,63,55.348557
2505,-453.3142337992139,-303.23787922422997,66,70.32881
2506,-463.47078730985083,-319.0261258012449,55,-4.7430344
2507,-450.69178070531206,-312.5625157343206,99,307.85083
2508,-452.40360669865106,-264.6704558987112,78,125.43524
2509,-454.98430859751124,-377.3495065322646,40,-16.49244
2510,-450.4836051797139,-302.6900918239508,62,162.91565
2511,-454.1594256126261,-354.8943175176633,46,-48.97324
2512,-452.08502282727807,-286.1303966388261,82,306.119
2513,-465.1856349272166,-283.20751177439973,78,195.55585
2514,-456.957057762542,-333.165435151821,54,0.59075165
2515,-454.726848566481,-338.33491089891385,56,-2.900093
2516,-459.4293721174308,-329.3417353897709,54,-18.380035
2517,-450.57641260492943,-310.56638458465846,89,150.97739
2518,-450.25255686053373,-273.00941320646797,92,701.1906
2519,-453.9994423947025,-311.4180410850851,61,107.905396
2520,-459.7393476467501,-348.01012869492854,48,19.10073
2521,-454.6402163743594,-292.50981960514065,77,180.60843
2522,-452.53654861365015,-338.9894135424711,59,37.21187
2523,-452.32779102767313,-335.2991455934632,58,-129.55878
2524,-452.7489212389544,-354.16135900178574,46,-89.65894
2525,-455.27898218981863,-252.94306803658964,102,218.68967
2526,-450.5693033402977,-338.6685634492278,70,135.66345
2527,-450.8654998936612,-346.0198583095197,49,10.296875
2528,-452.3392665192822,-354.81928765414085,50,-108.18864
2529,-450.9000588881385,-310.8156248255063,56,92.077255
2530,-455.8315269273255,-275.33675277190565,93,443.88226
2531,-456.09679234642397,-345.1334542665003,51,-1.2189178
2532,-453.93638684488104,-345.1868315914881,56,-14.145378
2533,-451.23775850906986,-241.29495475642167,99,543.7864
2534,-450.2171982709865,-337.6836418657405,52,-69.998505
2535,-458.7219862566987,-312.2871164040288,61,-31.852081
2536,-455.1339553317679,-338.68271179625395,56,-19.949402
2537,-456.59522583010715,-363.6102653850654,41,0.6802826
2538,-455.3030217509866,-328.7040199405139,64,58.90869
2539,-452.483252939052,-312.8068561572051,68,42.120728
2540,-453.32597043199985,-263.35726574916174,101,481.97992
2541,-454.1433326718381,-326.3761886176145,51,-168.59558
2542,-452.37222306488275,-360.16719129222395,48,-115.0887
2543,-450.1706307833338,-294.0382967255781,80,8.127274
2544,-456.9513550076111,-277.4142246074725,103,260.43567
2545,-457.2262268649574,-250.59443960878448,94,352.34247
2546,-458.8723028620212,-353.6399740208582,46,2.0884705
2547,-462.4281736508,-348.58285485327485,65,119.48535
2548,-461.92678495518095,-257.2634929465355,83,307.6775
2549,-458.3908087228402,-295.8001686626409,87,295.44647
2550,-456.40223009748104,-260.75891005205267,91,308.31546
2551,-451.3002971524198,-352.4480899470607,48,-115.63118
2552,-453.38366786365464,-323.177914916968,63,95.71492
2553,-455.0269505073286,-192.17607492894612,123,655.0504
2554,-454.4062458146616,-303.5239659301323,75,64.16852
2555,-458.4972632292392,-379.1807004533444,40,-17.888649
2556,-462.0492310350389,-370.5395770606478,41,-85.95172
2557,-455.59404794329635,-342.9561473337861,76,63.992676
2558,-450.6681136438954,-312.5218890083032,75,89.50166
2559,-454.51834605104966,-325.970438559305,61,0.90049744
2560,-451.84794371396816,-279.2769931352249,74,337.1469
2561,-450.468664863121,-339.186348688762,49,40.9886
2562,-450.18354464729714,-361.5651034240901,43,-70.779686
2563,-453.0455192645793,-303.3778136314507,74,141.69621
2564,-452.89816257434404,-333.60403049593975,52,35.888687
2565,-461.6447929582923,-330.5717551895747,57,59.577103
2566,-459.83355737970146,-345.7948575064782,55,-20.888031
2567,-454.42488086939176,-350.6773038709812,48,-27.845474
2568,-459.2661800210559,-337.94379424642426,48,-104.56759
2569,-453.21966507743565,-353.6045137749892,48,-162.03851
2570,-457.72572821439616,-272.508530420814,84,454.05676
2571,-453.03474505910447,-234.34294632462462,119,431.1908
2572,-452.0657077507424,-309.6646798789311,74,61.13182
2573,-452.2746876717824,-333.448462839397,53,-96.853424
2574,-461.40851439909693,-300.1718905240833,66,66.661804
2575,-453.8291542175689,-274.0165512473548,92,262.94086
2576,-454.8538559392153,-326.7752932659313,63,-21.96894
2577,-452.8924584141242,-310.87186970290554,62,2.8269272
2578,-454.7426561399648,-319.0491576836276,58,15.234032
2579,-453.37480117387645,-362.6248466955514,47,-53.1572
2580,-458.1789446168447,-341.2780008977417,54,33.323196
2581,-450.9973758239147,-295.1399476722629,102,321.97882
2582,-454.60989851885205,-313.0713525223925,72,-19.054993
2583,-453.58879930512256,-365.2189378467557,47,-32.64126
2584,-451.3496925363195,-327.09101797223485,55,45.42456
2585,-451.7896409784897,-305.44082731810397,72,107.27466
2586,-458.7855777149849,-318.7689331222829,70,88.330765
2587,-464.2198382810505,-316.9008998209012,61,54.98114
2588,-454.46966015565164,-303.0608134029805,66,-11.093163
2589,-454.9891798355661,-338.0781106957568,56,15.06794
2590,-454.30552873292606,-268.98303642326965,77,32.919617
2591,-451.7410962413309,-295.7521769071545,70,64.86278
2592,-460.1986950554574,-325.10254824974294,62,1.3846436
2593,-454.3085282842227,-334.91843523534334,63,473.30774
2594,-456.35171053799354,-307.55026576425695,72,283.39905
2595,-456.20263392973106,-263.38403483277295,73,228.74829
2596,-458.3354891325717,-249.3950431798304,99,239.54489
2597,-450.0600592933159,-338.211415924821,54,-32.038185
2598,-461.0191973487754,-352.0093394612626,47,-48.54911
2599,-455.767846602887,-350.67247053614125,46,-57.09558
2600,-457.1395792337338,-268.3588123639614,84,53.41646
2601,-453.57542152810885,-327.0149359514,59,41.744568
2602,-455.0662036457059,-295.507924030379,76,723.22876
2603,-462.22712270384216,-339.21499504532653,55,-208.37296
2604,-460.25431247625835,-346.27536581557337,53,1.138977
2605,-451.301945628793,-301.37318416560345,69,580.13025
2606,-455.9701509448527,-266.0795310522876,93,285.3865
2607,-455.32403056298597,-353.7404701664723,47,-30.706238
2608,-452.8338407776936,-338.9557564444337,54,-169.30362
2609,-458.3887978709745,-332.81877169662386,63,-109.421524
2610,-452.61250068729476,-314.0542789603859,61,78.27252
2611,-455.6840563533549,-237.45339727760583,110,460.28802
2612,-455.632782000241,-283.7211458945243,82,197.49585
2613,-451.1752226597624,-267.3112428157949,92,214.52951
2614,-464.98799352825654,-287.8959739812814,68,241.53464
2615,-461.5844924844854,-270.71593593645963,105,451.36768
2616,-453.28376644828893,-255.23755646180132,109,117.221725
2617,-451.3941673457845,-273.12278828900315,77,130.73146
2618,-456.4325444391897,-274.78460538634283,77,356.84213
2619,-461.9341937832086,-285.98529287322754,68,-4.7601852
2620,-454.3967579931613,-360.2410261008473,52,-50.355907
2621,-457.4760598450197,-284.56136735561705,88,490.27814
2622,-452.21184858629687,-293.44455415085713,69,160.4978
2623,-459.0096680876169,-277.9587968351769,76,305.12338
2624,-457.26757869297626,-315.33583343484554,60,47.2679
2625,-458.39234108204386,-320.2172454420123,56,-19.69091
2626,-450.75818603622116,-349.3503813390832,46,0.8335037
2627,-459.4838471244836,-378.6897230676084,38,-62.368347
2628,-456.93514654196326,-328.182498111193,56,-240.40141
2629,-456.8280298422414,-371.6168821048645,40,-18.582756
2630,-453.9651397059488,-345.6534258278736,49,-66.939835
2631,-451.47219827493944,-322.2843630398876,71,79.84642
2632,-451.73487477982775,-313.8494049462451,59,78.83139
2633,-452.3395643458022,-318.7378897699818,62,86.96219
2634,-458.5095093960543,-290.8055260161433,66,273.09848
2635,-454.8115858862369,-261.1725062941891,123,697.2652
2636,-458.85406768210953,-366.43776713313565,45,-13.320923
2637,-458.3471900907965,-346.94254075084564,46,-141.08386
2638,-461.2718292668413,-277.8398895304221,77,205.33829
2639,-452.1430733412707,-305.32377540774115,101,369.88217
2640,-450.71581956990883,-337.80549715607276,49,29.78157
2641,-462.34336712892696,-315.19657371620565,56,-81.71257
2642,-452.39426888363414,-334.5802825260817,63,79.72746
2643,-462.42398080016176,-230.67576888080626,111,571.9921
2644,-452.58031818981925,-295.88044405615534,80,222.64386
2645,-450.1735317577592,-329.4360720227105,55,-143.51172
2646,-462.8217847018626,-355.18705133883213,43,-162.21265
2647,-454.3113546929572,-320.73099586704194,81,196.17816
2648,-451.24924650300306,-305.4811254485653,62,35.140335
2649,-457.1284104555807,-339.41116615118483,53,17.150017
2650,-457.8694757507967,-254.4918164169455,120,519.5554
2651,-452.7863878118434,-342.08938396673665,64,-89.392334
2652,-450.2872212293767,-315.81896495694536,60,-175.26904
2653,-461.97145330183764,-291.85179515622394,73,132.52846
2654,-452.89780627410295,-299.5922542023914,77,157.97482
2655,-450.7813665746357,-281.4683594598408,84,214.91241
2656,-456.5531333599859,-339.8280004283319,58,-302.69214
2657,-464.137737222052,-297.18029289133364,86,559.73553
2658,-455.9966737107722,-334.2179870112263,57,41.958435
2659,-454.6699109052981,-298.40026303105384,72,78.591
2660,-452.3402171749121,-308.6991906957513,65,-111.75122
2661,-465.1349767624755,-353.01905795740765,45,-276.79758
2662,-452.54559844528745,-256.8582611442333,104,293.71442
2663,-454.9242375162462,-318.31549750918657,58,-15.2237015
2664,-461.477972686755,-323.9148412904398,76,118.55292
2665,-453.01782751999474,-366.2374881475538,54,55.528305
2666,-451.5869911897405,-304.2838822022044,97,307.22974
2667,-455.15467804771913,-367.7722589661936,41,-66.12112
2668,-461.6347511613625,-342.64722154514413,52,20.573296
2669,-452.9913394229123,-212.51732999326998,115,1100.7445
2670,-454.562500390923,-358.1624436455714,44,-237.2997
2671,-451.2092562933239,-341.53930772486234,49,10.157967
2672,-457.9925237330463,-250.47111764697198,125,612.29144
2673,-451.87927569615164,-296.9857025986473,99,283.2039
2674,-458.17219626949867,-300.777939389162,70,154.0434
2675,-454.72774415080465,-307.8675599184852,74,165.99054
2676,-454.53279453785893,-324.015409133966,83,227.0658
2677,-455.7681148105564,-310.3972560541919,65,126.74858
2678,-450.17574371847957,-303.81462079710025,75,159.19675
2679,-452.5477088011791,-299.36778144245375,71,119.89096
2680,-456.24957435785825,-312.4517637671562,65,64.48158
2681,-457.6127290015914,-321.6727788078442,60,24.32032
2682,-460.00978608290677,-286.87859627552564,79,123.54425
2683,-451.4260433033797,-267.69416744582475,108,268.69852
2684,-457.6337219411628,-335.38378566419965,52,21.81176
2685,-463.84339109463804,-292.7879753004967,73,-115.39698
2686,-455.4509814352116,-351.07573281411607,50,-197.95427
2687,-459.0465583251612,-369.762491943989,41,-90.81517
2688,-455.62218494740716,-344.10185676841013,52,30.750687
2689,-456.1674740342302,-329.00111215717715,61,13.388435
2690,-455.27113056261356,-328.1233272850577,59,-19.095673
2691,-455.3971921982143,-316.520108990676,79,628.7182
2692,-452.8834086022832,-241.9566964013925,105,667.2896
2693,-457.4402837395709,-269.5628777700758,97,304.85526
2694,-450.77883263899946,-307.65806714521284,99,388.32312
2695,-460.0646157728415,-286.71370221100034,89,215.55457
2696,-464.94462234555874,-324.3097914661307,53,-120.59888
2697,-452.92795897668566,-273.35960384387863,97,588.0619
2698,-451.99331585165004,-323.33379335122146,68,135.56503
2699,-450.8471774478411,-273.8252136983476,105,874.0152
2700,-461.25449191970665,-336.82157410270105,53,-109.956184
2701,-461.13071970881407,-334.86336262447975,66,15.42598
2702,-457.8946963767634,-311.71205048108226,74,121.55498
2703,-453.61585476821904,-315.80478627361134,57,-49.415558
2704,-456.68315556818374,-306.0919208220161,80,590.0243
2705,-456.78889284248226,-307.6425564202827,67,151.4294
2706,-455.3818321220683,-306.1632714580385,68,68.054474
2707,-454.8135813077373,-268.2200159014848,90,171.50647
2708,-459.1661755042066,-299.61551523701723,75,174.86597
2709,-461.10517313497706,-312.0993387235046,73,133.91647
2710,-454.7584041921795,-305.7962284685566,66,168.36734
2711,-452.5367967113442,-337.2297108472802,55,3.999092
2712,-463.4485428358247,-306.12871541954513,66,74.36386
2713,-451.24392742016096,-365.47921991997316,44,-18.879395
2714,-452.9335426818054,-263.27143751446374,95,713.9267
2715,-463.9138383157428,-320.48354817886866,64,-17.540695
2716,-453.2096840924214,-323.41703965562897,62,-23.855278
2717,-460.44361863064233,-341.0742441866332,51,48.66562
2718,-452.36326004524875,-305.0188749896899,77,109.66608
2719,-459.4613624373821,-342.9317302784307,51,-133.32933
2720,-453.5419036930899,-314.8848170605314,66,44.343918
2721,-455.27166895229766,-356.1896458921664,47,-2.2122421
2722,-455.35907486684044,-295.87945185050654,84,90.35829
2723,-453.57598621202516,-332.4359938518892,55,-75.77051
2724,-451.44230454846985,-238.48904196420625,92,429.12616
2725,-450.3445888636756,-351.8214016872915,41,-304.88586
2726,-453.3474816262428,-324.92160104914404,73,12.940033
2727,-461.49395406669976,-235.768620518601,101,332.70657
2728,-452.4387859455379,-279.9511012377908,76,710.6525
2729,-465.60833210639464,-343.7848757328006,45,-293.27722
2730,-452.76271343080214,-370.9983673318122,41,-87.42027
2731,-457.2850075774409,-379.59926559899736,37,-53.274136
2732,-450.23153922232825,-312.8405760727228,72,70.32623
2733,-456.04849755572184,-322.42646308807406,69,60.781982
2734,-452.82807290988814,-353.28286557743564,41,-423.95026
2735,-455.503321425781,-340.09808972059847,52,-64.0954
2736,-452.5540737015514,-316.4410491036085,64,118.88849
2737,-454.15330450927786,-343.2104582688033,81,165.09079
2738,-453.7590729173453,-337.6129110528225,51,37.43744
2739,-458.1840707670268,-312.13494886812254,66,-77.67612
2740,-452.6588214768839,-262.1491469818116,81,196.71002
2741,-454.67485389157804,-337.98309569206333,57,-64.440414
2742,-461.4732402766584,-321.87590799133324,67,88.839096
2743,-457.3050666871643,-341.34368651112703,69,-18.541893
2744,-450.1350955313429,-354.79481933169484,67,173.3162
2745,-452.2556203534613,-290.14421272239974,72,149.67116
2746,-453.69769640465586,-341.95278070134026,58,-137.22932
2747,-457.12300520776023,-262.5831227199448,94,391.5711
2748,-454.16581509179326,-301.93070611046437,79,191.84668
2749,-460.6952645502783,-332.6769798600917,61,87.4516
2750,-456.4814310381161,-314.73272889002686,73,42.6239
2751,-460.8803947649726,-358.2205874823172,44,-299.15683
2752,-453.2631686273403,-337.5621105569587,55,-34.41281
2753,-450.0511066549545,-269.50317583977477,78,188.20514
2754,-456.9626227651415,-334.1542037779119,54,-20.085907
2755,-463.13611825057205,-250.31948714697268,89,-47.226486
2756,-455.4054246041776,-328.3513022785974,56,90.29346
2757,-452.42223229889515,-341.24708564774664,56,15.640053
2758,-455.03724140302586,-343.66288188037754,50,-23.671318
2759,-459.477845871312,-349.9693815637313,52,23.443428
2760,-459.4497461082918,-338.3523085925681,59,-13.225594
2761,-450.5930085025359,-273.5606321980653,90,284.93124
2762,-455.07155144225845,-332.4239155559794,58,182.30814
2763,-450.67584656448906,-310.4135788861821,66,-76.95372
2764,-450.36053822605913,-265.1066524931272,98,286.99976
2765,-454.0118357153493,-374.80904748853214,40,-8.778511
2766,-450.4056249044598,-366.8017410793871,43,-132.26012
2767,-453.9501533776142,-272.53593648665384,104,297.434
2768,-453.67672572791025,-309.24931517666835,65,588.8509
2769,-450.56132866253637,-309.3636262966806,91,238.21869
2770,-451.91671595208663,-295.31017457994096,73,120.78961
2771,-455.7999083291808,-240.21083718511537,99,353.44366
2772,-456.16355007568313,-328.2396440980709,67,83.3199
2773,-453.9927658017396,-274.4065520075701,80,291.02292
2774,-453.996243395937,-289.30768766350855,79,324.99475
2775,-463.3081023215481,-351.3893315816168,50,-79.44805
2776,-456.63405189950186,-311.8453928946786,61,-171.3736
2777,-456.32356305253893,-309.3139803551939,69,547.2176
2778,-451.2251696468947,-326.5114419155161,58,-3.308136
2779,-456.84223822965066,-288.46081560298654,66,-78.16014
2780,-450.6375318594982,-276.26681432476727,71,313.3332
2781,-452.69624932266316,-283.5147464318397,77,171.68158
2782,-454.5107540665205,-332.6274294786844,54,38.373383
2783,-453.6674437877742,-299.7987133112693,88,342.65378
2784,-450.69690937937554,-337.97389829489,55,34.215927
2785,-455.10584143879606,-212.37129796494818,161,747.0721
2786,-457.3221820790423,-307.16062054054447,71,160.0552
2787,-457.7194861810182,-343.77280262264054,51,-15.76474
2788,-450.2786036814635,-325.3737339992198,54,56.96216
2789,-450.88225431346143,-316.30757135758023,69,88.85121
2790,-454.88791011500547,-324.60203538050865,83,174.55954
2791,-456.6763987516104,-331.2081803741865,54,41.59526
2792,-455.8261121902573,-316.30637205954747,60,18.743767
2793,-458.2294139873229,-225.57547036958127,128,585.8473
2794,-455.3983341855529,-325.6975798319458,54,33.26654
2795,-450.56328708369983,-329.72717604342876,61,59.562286
2796,-454.1757432908096,-290.4227593734714,109,341.7394
2797,-460.3790120213862,-310.1233165257951,61,151.35173
2798,-452.0434508950989,-286.94929835269767,104,553.5343
2799,-452.3415516591501,-322.4608294413337,61,-58.861362
2800,-454.59053736425545,-309.7658821305134,66,83.52873
2801,-455.24351181565027,-296.96871839449074,83,212.99716
2802,-453.77024160552736,-309.8179690788407,61,84.39748
2803,-452.62764766982326,-323.2647559191384,66,-42.028515
2804,-453.50009541865535,-322.3669731208184,57,17.018372
2805,-459.05848913546964,-326.2532151911263,56,-172.37738
2806,-450.1048975213693,-334.75844372936047,60,-65.4115
2807,-451.47802126380583,-369.80101259568306,43,-184.48758
2808,-453.4833770260917,-319.35320042314396,73,120.670685
2809,-461.2648030754189,-343.9085433362572,49,-31.065445
2810,-456.97748961242337,-327.8758974171698,67,-62.42454
2811,-458.125065033645,-303.81048410389496,68,182.55984
2812,-457.36708480581854,-339.3848567932445,57,-4.949814
2813,-454.50933340509744,-313.5948671572896,87,289.93704
2814,-452.3470886593131,-266.83510713722694,103,639.234
2815,-453.6334107441185,-263.89468986927255,93,167.89822
2816,-451.2084363768334,-326.81351854605606,69,103.4122
2817,-455.3335966523024,-270.2793032821282,91,232.31232
2818,-460.97362728210123,-329.457228559733,54,-88.29281
2819,-456.7015328214917,-364.05565023352653,43,1.4452057
2820,-462.3178125609859,-315.53473886133133,60,-20.713684
2821,-453.69584002401143,-267.62182857869647,83,237.78912
2822,-463.2139883965283,-313.036175674985,68,86.42056
2823,-455.447199959256,-304.30025287590496,65,125.688385
2824,-454.3415973647006,-350.12888877841965,46,-102.77411
2825,-450.525703575113,-340.8234467121051,55,-79.45247
2826,-450.98584941879443,-332.454277639553,69,210.37189
2827,-455.8795207446112,-259.89244393248254,79,245.75888
2828,-457.8763742583839,-296.45222499375166,72,-168.90637
2829,-455.24269536360225,-217.5465305211627,125,474.643
2830,-450.3928403754658,-298.5714032163073,96,403.93106
2831,-450.7266940521543,-338.4971318858398,70,117.927475
2832,-453.32235282767243,-316.4060868796527,63,-256.02625
2833,-453.13475334762137,-331.42869499201845,55,11.798836
2834,-456.8739286103304,-334.5922978540347,55,57.245926
2835,-459.32382037688205,-254.88314994775172,118,434.17175
2836,-459.16455701101313,-359.4369605403791,47,-259.29196
2837,-453.88468942615003,-300.9311078365466,86,116.14397
2838,-451.81331855835475,-338.0397000713066,52,-60.16642
2839,-455.0902723829615,-324.23153765472733,60,-178.98178
2840,-456.10903078722004,-299.69174221881445,79,88.74234
2841,-450.0981245965932,-319.1313386987443,58,-98.42481
2842,-451.1501516043771,-311.92384009013546,66,94.78134
2843,-451.1096060771483,-321.8440869333292,55,-32.384567
2844,-460.2506354523129,-360.8146198710957,47,-92.89042
2845,-450.328154116999,-319.77353994688616,62,-35.580498
2846,-457.0700299560543,-315.95793221966494,80,48.787186
2847,-462.4372806725205,-277.8861547208304,80,295.57123
2848,-450.8996900012981,-371.61558957371136,38,-144.57248
2849,-453.0619091154665,-336.3731276351746,54,-85.1241
2850,-456.04959649217193,-358.46926462884085,47,-277.19455
