episode,steps,reward,discounted_reward,steps,distance_traveled
0,66,-503.38227580939605,-179.71333550378154,66,231.14126586914062
10,540,-514.5185243166915,-230.97558681833536,41,46.64122009277344
20,1005,-539.0749780130917,-212.0159629389998,35,173.29412841796875
30,1648,-502.0276967468914,-175.7021162067617,53,-21.018287658691406
40,2120,-513.2260290145755,-241.21507508195262,45,-105.06534671783447
50,2604,-544.7955170289381,-292.795047515663,23,173.96746826171875
60,3135,-505.2513291592504,-195.28110482285754,53,183.92147827148438
70,3657,-542.7469215919933,-160.01017122480715,62,57.52874755859375
80,4301,-636.5325707438724,-190.375422197742,72,322.04229736328125
90,4757,-571.250876831797,-386.02149114548445,16,8.121665954589844
100,5218,-530.6701990519456,-221.19067636011067,44,249.76211547851562
110,5664,-552.8536723951629,-186.12920142076268,76,124.25735473632812
120,6150,-506.38670295108847,-249.32972924903234,42,3.5213851928710938
130,6585,-633.2399362060296,-294.4270076746024,29,144.04833984375
140,6996,-614.8414079966237,-368.2839199878483,21,-44.586368560791016
150,7516,-503.4312438473046,-204.1808923824805,48,63.13624572753906
160,7989,-509.01231738187647,-167.18330691564347,38,198.25607299804688
170,8416,-547.7653855731523,-363.98584076367615,16,82.08360290527344
180,8754,-645.9582905860888,-383.8841643811394,20,122.84001159667969
190,9243,-514.4713328104699,-314.713149810818,19,58.21138000488281
200,9585,-503.237313326707,-234.34239561279884,36,11.916236877441406
210,10079,-519.7890050445731,-155.3139619715905,57,540.7708740234375
220,10616,-504.70441022740187,-127.33067999719901,70,-14.189788818359375
230,11059,-506.62819620364127,-256.59323259506345,61,114.60697937011719
240,11634,-508.79672740281285,-242.5704281993465,49,66.46559143066406
250,11982,-507.6004071568442,-259.98019381039614,34,223.54183959960938
260,12414,-591.6865218631132,-310.66588293296525,25,2.43927001953125
270,12832,-515.9713941729102,-264.13514074886433,37,11.827735900878906
280,13298,-619.4657480350425,-273.52415727526557,30,243.13201904296875
290,13804,-571.0371015837928,-330.8854362850782,22,-3.4443588256835938
300,14323,-502.63214346498717,-183.34094390319356,39,-24.122085571289062
310,14885,-503.55822603636136,-121.88233434961259,80,462.5142822265625
320,15453,-501.4993500112687,-102.46768493041476,83,211.72763061523438
330,16069,-503.130385828526,-174.49555622046435,58,226.1458740234375
340,16596,-514.1467446711443,-144.6283493544024,64,-23.0162353515625
350,17060,-635.7658079298685,-295.38222336438815,37,18.903907775878906
360,17468,-527.6024004969438,-278.8200977148935,23,65.83644104003906
370,17867,-605.2876544632642,-191.12263660237306,42,149.20828247070312
380,18293,-520.3853803641824,-198.65667878072819,38,50.73204040527344
390,18734,-651.3109469204112,-301.6907610560187,43,-183.24673461914062
400,19183,-500.06543369975964,-294.14522050648475,20,160.49533081054688
410,19654,-501.06401587504985,-274.38680140405137,39,-121.23461532592773
420,20173,-513.0580114893897,-154.1308059371692,59,645.074951171875
430,20633,-505.85295253061446,-217.55957891439564,43,163.23574829101562
440,21295,-524.5723586372409,-254.59788146268963,44,-172.4297332763672
