episode,steps,reward,discounted_reward,steps,distance_traveled
0,65,-505.10124363754363,-155.27521510865995,65,149.47555541992188
10,536,-504.710164771868,-250.06172826869087,46,-49.90155029296875
20,1004,-519.8149642885016,-251.2546848654084,38,104.01640319824219
30,1438,-534.7564493734352,-286.55596790513675,24,64.59182739257812
40,1970,-629.6964939549342,-422.71724271010214,16,92.34144592285156
50,2435,-561.9857843141043,-249.8770941512125,36,134.53662109375
60,2953,-523.6369200430172,-194.63744423617226,52,46.41807556152344
70,3429,-578.8421972312834,-221.84598642223855,48,-139.9039192199707
80,3894,-641.7592990998291,-329.5833648742114,25,171.78701782226562
90,4276,-505.006086428891,-118.9580191928272,59,287.20745849609375
100,4795,-507.7369738010842,-149.24473033610366,63,128.76190185546875
110,5160,-510.370875033289,-221.60399108679871,50,120.1182861328125
120,5653,-516.3999422283887,-165.75515699459987,62,-162.22443008422852
130,5998,-517.9826569713373,-281.14134362080466,23,92.34439086914062
140,6543,-557.118572072519,-238.42394105405356,31,217.85714721679688
150,7050,-501.1453501686003,-236.4307277209119,48,82.6492919921875
160,7440,-533.3285261705992,-400.1807564810011,12,33.94673156738281
170,7923,-591.997383317788,-285.08739067259944,27,153.68507385253906
180,8522,-512.938180044567,-235.4963639303577,42,166.90005493164062
190,8943,-507.06112626032535,-221.61375629479392,30,248.8121337890625
200,9350,-522.7683213127814,-346.9944196570596,16,36.43772888183594
210,9807,-521.4300273077249,-228.88084077512875,41,140.48135375976562
220,10221,-633.3766537770283,-377.0877342440847,20,128.7531280517578
230,10688,-507.8654624517356,-216.44604830126576,47,12.611846923828125
240,11328,-505.9856771842839,-130.9384120572297,70,85.58279418945312
250,11863,-509.9051351438121,-228.22415503942136,45,176.64495849609375
260,12402,-634.1956372977039,-379.15657458853644,20,138.27122497558594
270,12957,-501.2795541379638,-170.06582582955255,70,423.77032470703125
280,13485,-504.43362202517613,-173.59979880750112,54,-87.2552375793457
290,13992,-506.74518619345474,-203.02922486331846,50,470.14093017578125
300,14550,-526.9441930076707,-197.10791549690728,43,259.9148864746094
310,14970,-516.2657745602198,-173.09797042315708,45,144.78993225097656
320,15377,-505.589160086698,-215.11116041215627,50,-67.96118545532227
330,15774,-520.6718505340907,-327.99544671309275,18,108.85528564453125
340,16239,-512.591223075476,-196.97569332809672,72,326.2420654296875
350,16672,-510.08418057717154,-191.04573725086018,55,62.124176025390625
360,17151,-513.3681623961115,-117.10864342179782,77,382.81988525390625
370,17581,-502.86133622946886,-193.5785725511815,52,-23.69561767578125
380,18052,-514.8615056549907,-179.75382598401828,57,160.81292724609375
390,18569,-540.1528688407111,-237.73770154038337,41,205.47640991210938
400,18963,-661.1662802702401,-355.7435607867925,23,209.99560546875
410,19353,-617.4949799620299,-202.54638997403976,40,179.24099731445312
420,19820,-505.89883503100134,-226.54342729264528,39,65.74961853027344
430,20171,-514.9387971797557,-281.69173855699734,23,132.2180938720703
440,20583,-504.0321546227924,-141.28715682676847,64,85.24931335449219
450,21121,-511.25628878641993,-143.22738045798934,67,-205.89840698242188
460,21666,-504.3788501358721,-187.82177615744558,59,196.4564208984375
470,22131,-516.8681138682823,-173.9127788823333,55,-102.8604166507721
480,22711,-515.725152613522,-225.74105545418814,53,179.09805297851562
490,23266,-504.6343079676491,-178.7454343218981,70,698.401611328125
500,23711,-607.6427461032439,-162.18724946543065,58,-102.65246677398682
510,24248,-523.5083613006808,-256.9662708519475,25,247.89639282226562
520,24596,-529.0167293471768,-375.3382316146748,14,17.523521423339844
530,24990,-501.9159096648784,-243.00958798697647,48,-92.70518159866333
540,25498,-522.5545323572333,-98.86371629708997,89,599.1583251953125
550,25877,-591.5020060274194,-229.2976191961057,35,249.93716430664062
560,26246,-512.6569462631512,-196.54576136446548,71,280.7208557128906
570,26599,-549.9672734828325,-241.24570547029336,38,1.5383377075195312
580,27103,-504.4929947890146,-194.42573806926427,44,392.74310302734375
590,27588,-500.2896628016955,-237.00789238516657,49,-222.05653381347656
600,27950,-594.4332975074835,-314.63133488484414,23,246.02395629882812
610,28333,-503.7934333229662,-145.5405832466739,72,86.05451965332031
620,28744,-524.7655256204379,-284.1050390518657,36,-179.0352325439453
630,29296,-500.21451732867376,-166.4953960907825,86,296.2939453125
640,29753,-505.0790325277546,-211.77679878286713,55,410.40325927734375
650,30162,-539.6697213257784,-368.8154892166275,15,119.64199829101562
660,30492,-517.2203989464631,-350.7979344836879,15,80.23127746582031
670,30843,-503.8334139744548,-246.61905122935946,39,-12.283317565917969
680,31300,-501.23739623992896,-195.0390795530874,55,48.825408935546875
690,31844,-502.6908685302584,-240.15255043667986,46,34.01983642578125
700,32271,-520.1984788941598,-73.31592852719211,77,263.950927734375
710,32841,-504.971316948698,-108.74319788488341,75,233.14312744140625
720,33246,-632.1698004906085,-350.9562360793652,22,265.2030944824219
730,33769,-508.30823035624223,-199.1590771842743,55,110.30661010742188
740,34289,-510.92860209600786,-246.9140198055389,36,5.912696838378906
750,34835,-511.09089632892216,-102.28918844967741,99,534.1050415039062
760,35334,-622.3533512852368,-295.54767221933895,28,20.311485290527344
770,35718,-511.43174603020327,-198.6422743817724,47,302.12066650390625
780,36205,-503.491047973238,-54.02372302595866,110,491.81146240234375
790,36659,-505.5002890079107,-197.77069040900338,58,241.99496459960938
800,37207,-519.0808698812236,-207.95976636008555,44,148.33877563476562
810,37690,-524.9320701363464,-212.48706808053652,42,111.26541137695312
820,38176,-651.2587592577216,-377.81920428346143,21,228.92745971679688
830,38757,-512.9746330119526,-275.08531917488597,35,61.78501892089844
840,39221,-515.2632802410088,-202.88836710446319,52,-196.43695068359375
850,39701,-519.6280807941462,-297.20032401238524,22,69.95701599121094
860,40144,-661.9754771998156,-282.2752295211768,33,256.178955078125
870,40627,-504.0400632740471,-196.85922512393805,52,431.16192626953125
880,41156,-513.4040657170046,-187.9929495940392,57,15.249862670898438
890,41669,-508.194017406334,-137.163060064044,91,199.5157470703125
900,42355,-504.26072765742754,-189.19272185762742,67,24.175704956054688
910,42752,-507.88945822732245,-211.0630852989583,63,228.816650390625
920,43271,-503.3773306973643,-212.8375245610619,49,219.91558837890625
930,43838,-631.0009531893776,-114.06527216172961,141,503.8658447265625
940,44278,-522.7917242221581,-286.5801871800964,26,-51.790767669677734
950,44636,-652.3780948029533,-437.4559882681805,16,118.12321472167969
960,45091,-603.2874747900181,-250.0861199347101,45,38.93133544921875
970,45613,-501.2380900893623,-73.96051106365859,86,235.55258178710938
980,46167,-501.3614747583913,-217.7937443198118,45,-94.7859959602356
990,46665,-580.828480853973,-114.02611541076418,75,94.31503295898438
1000,47248,-526.1872492362717,-372.977845915342,14,-4.3300018310546875
1010,47735,-565.489465769245,-209.36394754803484,41,277.1240539550781
1020,48285,-508.87658594326837,-195.99412631844888,51,8.298126220703125
1030,48718,-500.2210604661395,-212.4544394358525,44,17.17902374267578
1040,49106,-500.2964624385137,-224.56644552389045,45,138.96449279785156
1050,49556,-506.563305468334,-213.4683756244876,52,99.6636962890625
1060,50017,-514.2547873144331,-163.08530386921163,56,168.27597045898438
1070,50349,-509.7396622649498,-214.47954638118088,53,56.90763854980469
1080,50728,-504.0908657465461,-317.39977548884843,32,-49.21358108520508
1090,51160,-521.3668281958309,-345.12350560604716,16,31.355361938476562
1100,51707,-508.047320705297,-107.3293144911167,63,198.22518920898438
1110,52227,-514.2541700253342,-104.9865012104151,89,203.66818237304688
1120,52764,-512.767340477192,-231.2855738128495,57,4.297523498535156
1130,53274,-543.1257640331166,-244.32620547632015,34,290.9289245605469
1140,53761,-511.18302829106557,-155.94611309361753,69,438.72808837890625
1150,54239,-511.0274093679701,-246.271716937555,52,141.16668701171875
1160,54682,-511.20828677745624,-268.2227047277916,27,-22.276885986328125
1170,55268,-502.0218485287239,-266.59610938040026,39,-284.7234802246094
1180,55730,-515.369631259046,-170.01104969731963,56,200.83502197265625
1190,56221,-518.6838940356142,-163.46050670479386,56,265.80877685546875
1200,56676,-556.8644636447857,-195.11744602497268,41,180.84158325195312
1210,57148,-511.8889774175546,-180.0711355766188,58,448.69732666015625
1220,57648,-560.798010143919,-235.46118311652964,51,404.8271789550781
1230,58043,-616.62064417125,-149.1635354813036,58,370.524169921875
1240,58463,-510.8242783458821,-265.89296641787075,40,-17.515335083007812
1250,58913,-538.021619071098,-323.61091314991427,20,56.63987731933594
1260,59316,-527.7045277937925,-278.9927184514903,36,392.5646667480469
1270,59702,-643.2610492644152,-384.14282011279494,20,116.04881286621094
1280,60247,-526.5387542989972,-123.95288254686511,60,247.51824951171875
1290,60831,-514.5268665398619,-228.24248318943498,48,59.83168029785156
1300,61267,-506.08824455853465,-131.72075873609415,95,195.26177978515625
1310,61610,-524.7922423612447,-307.0365916210975,21,74.50886535644531
1320,62109,-502.39122906686214,-248.14640936856117,38,138.9609375
1330,62484,-519.4530694792413,-200.49435554196424,49,33.29600524902344
1340,62945,-571.589775758015,-350.064026340485,20,28.33148193359375
1350,63362,-501.2086494862212,-200.392837257178,78,237.86724853515625
1360,63891,-501.65142911770204,-266.07391836844624,43,101.80397033691406
1370,64281,-502.8789881547823,-176.81327060421876,54,43.06272888183594
1380,64732,-625.4724337266299,-111.87327733046558,124,460.36993408203125
1390,65218,-511.6397365023698,-135.7946838440776,64,269.3864440917969
1400,65699,-525.356340892038,-224.46567632263475,44,346.69537353515625
1410,66064,-650.3707613511858,-334.3010789823528,25,221.59603881835938
1420,66472,-556.759710178841,-338.1325678775884,19,-11.722137451171875
1430,66930,-519.4569932340681,-203.9603490824581,35,197.94851684570312
1440,67441,-505.16725766859884,-159.97730674106487,63,104.78662109375
1450,67951,-513.9428478011941,-174.59207456659388,59,145.44808959960938
1460,68401,-500.07885343809835,-214.32686912345528,47,100.2208251953125
1470,68919,-516.0558945695996,-67.04520294417792,101,613.0675659179688
1480,69396,-505.5296186364189,-240.059198393649,49,155.73040771484375
1490,69844,-501.9849048368332,-97.11199154789558,70,43.38145446777344
1500,70336,-514.0025148076445,-242.12949251871586,48,-48.12351989746094
1510,70866,-555.8898734591463,-256.83928231483696,39,256.8265686035156
1520,71411,-511.4990589556054,-182.187055136791,54,61.87242126464844
1530,72063,-514.1441939531313,-235.88156358494635,43,-126.29527282714844
1540,72508,-533.4790299959471,-360.8716450257884,16,-8.442024230957031
1550,72951,-502.2749081772419,-158.5043860303538,69,323.166748046875
1560,73485,-501.3516629003371,-142.6090690810969,83,210.90625
1570,73969,-509.1186939111289,-238.98541120255015,50,589.8399658203125
1580,74546,-521.5497241430625,-205.34537914799645,50,183.10025024414062
1590,75093,-572.430573825994,-144.44782262015607,90,543.2105712890625
1600,75501,-631.6370924166721,-399.2846117231323,18,180.0438232421875
1610,76012,-502.9826756150089,-210.03300844759755,33,211.7723388671875
1620,76438,-511.87577048495416,-326.930254872971,18,53.763763427734375
1630,77043,-500.84637959671386,-92.64130680278564,84,179.02557373046875
1640,77526,-501.70820478078673,-65.37821628357663,101,330.9432373046875
1650,78012,-538.1546225950752,-89.96305813816437,75,469.6632080078125
1660,78457,-512.0373156813394,-176.2254503129299,55,-60.02052307128906
1670,79034,-514.0697509723568,-58.99717454315701,79,266.1935119628906
1680,79451,-566.2545074751861,-161.94393915636567,66,435.95263671875
1690,79997,-529.7612045737648,-186.2093715522792,56,352.4050598144531
1700,81104,-501.64818465914897,-81.38292640179799,117,209.18521118164062
1710,82221,-500.71116014215363,-107.67532392961562,99,149.05767822265625
1720,83376,-503.89940367676604,-139.99150200483044,102,166.873046875
1730,84338,-614.2294562865915,-282.89462927270426,29,233.37115478515625
1740,85485,-500.27826256940375,-30.256892706858668,147,384.9185791015625
1750,86656,-611.9192891568333,-153.6134511247407,121,283.074951171875
1760,87770,-507.38559237529864,-62.79821812558653,120,323.8224182128906
1770,88859,-508.7507676782783,-142.04530661639325,96,286.3756408691406
1780,89934,-505.5189640322518,-80.3351262264838,109,684.4242553710938
1790,90960,-501.01335831249827,-59.60590559355156,128,394.3397216796875
1800,92115,-508.48724793024866,-225.18538136508482,67,159.23831176757812
1810,92968,-505.58189664835567,-150.96889896050874,89,252.08721923828125
1820,94013,-500.95695128249474,-91.6963605353172,136,932.93505859375
1830,94940,-507.2600621572844,-87.4295651521844,92,321.4217834472656
1840,95517,-503.3765123410715,-123.86423971204279,113,624.2971801757812
1850,96151,-503.5219251858461,-128.26626288698304,87,374.52984619140625
1860,96847,-509.54245731866513,-121.66338937612447,96,572.6819458007812
1870,97458,-502.9660694527923,-140.50078761663804,86,295.60205078125
1880,98394,-502.08149349620527,-142.10811372300662,82,442.3385009765625
1890,99180,-585.5865298545376,-308.72364049843,25,208.61727905273438
1900,99984,-515.7533118261338,-101.96830998086743,93,535.5762329101562
1910,100809,-507.304027685029,-166.15987673020476,73,151.68115234375
1920,101739,-500.72803296596857,-126.66416986744453,91,420.5997314453125
1930,102664,-501.38589168589186,-135.02000683281287,80,441.69171142578125
1940,103632,-500.99420937116463,-146.72715486652547,85,404.2591552734375
1950,104590,-505.10786865509584,-98.31088573821678,111,585.3211059570312
1960,105532,-500.5666608860839,-130.22282327777614,100,657.5701904296875
1970,106417,-500.5037451897531,-182.79161207695373,88,275.0871887207031
1980,107346,-615.9678512715475,-130.73446720934595,161,1351.0672607421875
1990,108271,-500.55816137956487,-108.70485835727926,100,538.7809448242188
2000,109065,-509.8057400188119,-123.8213284485379,88,394.04266357421875
2010,109955,-577.2361665462347,-85.24429603042151,121,1190.4539794921875
2020,110796,-501.8069251489345,-183.05669997221162,59,267.6281433105469
2030,111667,-503.4744070867715,-113.68770165415995,147,772.4083862304688
2040,112563,-501.26053367977806,-97.09485063971853,134,909.1870727539062
2050,113457,-504.25295222906476,-137.7332312902726,82,470.56298828125
2060,114329,-502.2631877176893,-103.81508782940415,88,392.94000244140625
2070,115240,-501.15290916266207,-181.62211640261876,75,104.26884460449219
2080,116166,-629.0202901866304,-162.42157752237097,89,418.270263671875
2090,116998,-501.6333903652585,-112.78303656261721,105,491.91217041015625
2100,117973,-500.1244565094956,-101.37183058674931,141,971.719482421875
