step,actor_loss,critic_1_loss,critic_2_loss,noise_std
2501,7.961122512817383,380.68310546875,374.650146484375,0.3496665333333333
5001,22.265396118164062,300.47686767578125,297.4193115234375,0.34933319999999995
7501,41.48674774169922,281.46234130859375,279.81878662109375,0.34899986666666666
10001,65.58831024169922,249.40655517578125,249.43601989746094,0.3486665333333333
